"STOCK","TYPE","CATEGORY","YEAR","MANUFACTURER","MODEL","TITLE","CONDITION","PRICE","LOCATION","msrp","Dealer to Dealer","VIN","Description","Length","Width","Height","Weight","GVWR","Axle Capacity","axles","pull type","construction","Miles","ramps","lq","shortwall length","roof type","nose type","color","is rental","STALLS","MANGER","MIDTACK","sleeps","slideouts","air conditioning","MILEAGE","FUEL TYPE","status","website visible","unit cost","shipping cost","prep cost","total cost","min sell price","notes","IS FEATURED","ON SPECIAL","Images","Special2Price"
"TH25378","Flatbed","HHTL","2022","HHTL","H8220EX-100","","New","9375","","10462","","5JWEX2027NR570346","EX SPEEDLOADER HH*  
MADE IN THE U.S.A.
2 5/16&quot; Posi-Lock coupler  
EX Electric Hydraulic Cylinder with Deep Cycle Battery, Pump in Pump Box &amp; Corded Remote Tilt Option - Simply push a button; in around 16 seconds the bed is fully tilted and ready to load  
7000lb rated drop leg jack for more clearance  
Low profile headache rack with four supports on front of the deck  
Critical tongue areas are braced and gussets are welded into place  
Steel Toolbox  
Full wrap tongue  
Dual extra long safety chains with 'S' hooks  
4-wheel electric brakes with break-away kit and battery  
Full structural channel steel tongue, frame, and cross members featuring fully conjoined welds  
5” Channel frame construction  
Leaf spring suspension mounted to an equalized JIG fitted suspension system  
Teardrop fenders with ATP rock guard  
Treated 2x8 wood flooring  
Floor pressed into place to help eliminate gaps  
Front and rear end caps bolted into place to eliminate board cupping  
Rock guard on fenders fronts helps against chipping  
Stake pockets  
Full LED, DOT lighting with wiring harness  
CASH, CHECK OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/YQ%2F3W%2FH3%2FPXIAIECNWIZVB2.jpg?h=800,https://cdn.dealrimages.com/GE%2FM9%2FQ7%2FTBJGUXOI8BTUA4.jpg?h=800,https://cdn.dealrimages.com/J1%2FC6%2FUY%2FXBGN6UAPN9DMIJ.jpg?h=800,https://cdn.dealrimages.com/LR%2FHZ%2FFL%2FA8I6WZFKWLLGQB.jpg?h=800,https://cdn.dealrimages.com/QL%2FWC%2F67%2F61QMAQ4O5PKACA.jpg?h=800,https://cdn.dealrimages.com/3K%2FVA%2FI7%2F3AFDRH8J4U5PGQ.jpg?h=800","8715"
"TH25746","Flatbed","HHTL","2022","HHTL","H8220HDAD-100","","New","9850","","10276","","5JWA22023NN574303","ALUMINUM CAR HAULER  
Aluminum Channel Frame  
3&quot; Aluminum Channel Crossmembers  
Aluminum Channel Tongue, Fully Wrapped  
Aluminum Tube Bulkhead  
A-Frame Posi-lock Coupler &amp; Dual Safety Chains  
Sealed Wiring Harness  
Set-Back Jack with Foot  
2’ Aluminum Extruded Plank Dovetail  
(2) 5’ Aluminum Extrusion Ramps (4320 lb Load Rating)  
Ramp Hook Bar and Lockable Ramp Carrier  
Removable Aluminum Teardrop Fenders  
Leaf Spring Brake Axles with Easy Lube Hubs  
Radial Tires on 15&quot;Aluminum Wheels  
Treated #1 Grade Wood Deck  
Front and Rear Board End Caps  
Multiple Stake Pockets &amp; Rub Rail  
DOT Compliant, LED Lighting  
Limited 3-Year Warranty  
CASH, CHECK OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/DZ%2FQZ%2FO2%2F065Z1FMLHVNKJC.jpg?h=800,https://cdn.dealrimages.com/WD%2FA3%2FRW%2FFHFZD8VCA1LKAY.jpg?h=800,https://cdn.dealrimages.com/ZH%2FNT%2FMC%2FVMNGD91GEW0XYS.jpg?h=800,https://cdn.dealrimages.com/YS%2FGZ%2FIG%2F6453LZS6RPJST2.jpg?h=800,https://cdn.dealrimages.com/QB%2FRD%2FBH%2FQIVNUWCUNPSXFM.jpg?h=800,https://cdn.dealrimages.com/C0%2FP0%2FGC%2FGIND8YDNO54KPJ.jpg?h=800,https://cdn.dealrimages.com/Q6%2FYQ%2FOB%2F1U5VKDSME7SSI2.jpg?h=800,https://cdn.dealrimages.com/X0%2FAI%2FID%2FENDYU13CZ2SGMR.jpg?h=800","8999"
"TH25747","Flatbed","HHTL","2022","HHTL","H8220HDAD-100","","New","9850","","10276","","5JWA22025NN574304","ALUMINUM CAR HAULER  
Aluminum Channel Frame  
3&quot; Aluminum Channel Crossmembers  
Aluminum Channel Tongue, Fully Wrapped  
Aluminum Tube Bulkhead  
A-Frame Posi-lock Coupler &amp; Dual Safety Chains  
Sealed Wiring Harness  
Set-Back Jack with Foot  
2’ Aluminum Extruded Plank Dovetail  
(2) 5’ Aluminum Extrusion Ramps (4320 lb Load Rating)  
Ramp Hook Bar and Lockable Ramp Carrier  
Removable Aluminum Teardrop Fenders  
Leaf Spring Brake Axles with Easy Lube Hubs  
Radial Tires on 15&quot;Aluminum Wheels  
Treated #1 Grade Wood Deck  
Front and Rear Board End Caps  
Multiple Stake Pockets &amp; Rub Rail  
DOT Compliant, LED Lighting  
Limited 3-Year Warranty  
CASH, CHECK OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/PV%2F4U%2FIG%2FU9MKOLES7UDVHV.jpg?h=800,https://cdn.dealrimages.com/BN%2FTK%2F3V%2FBERCLYST7W5CLX.jpg?h=800,https://cdn.dealrimages.com/QR%2FWC%2FSL%2FOZ28OC1AEMYFDW.jpg?h=800,https://cdn.dealrimages.com/ZF%2FDT%2F62%2FYK82AVE9MFHJVC.jpg?h=800,https://cdn.dealrimages.com/EB%2FQS%2FLQ%2FTCZLC5PLU8BSJL.jpg?h=800,https://cdn.dealrimages.com/6B%2FOB%2FD6%2FZICAOIQB53A0JK.jpg?h=800,https://cdn.dealrimages.com/RX%2FZS%2FSJ%2FFOK4VKEYCMRJYK.jpg?h=800","8999"
"TH25447","Flatbed","HHTL","2022","HHTL","H8220MX-100","","New","7400","","8206","","5JWMX2026NN569546","MX SPEEDLOADER HH*  
MADE IN THE U.S.A.  
STANDARD FEATURES
• 2 5/16&quot; 14000LB RATED POSI-LOCK COUPLER  
• 7000 LB RATED DROP LEG JACK FOR MORE CLEARANCE  
• LOW PROFILE HEADACHE RACK WITH FOUR SUPPORTS ON FRONT OF THE DECK  
• CRITICAL TONGUE AREAS ARE BRACED AND GUSSETS ARE WELDED INTO PLACE  
• FULL WRAP TONGUE  
• DUAL EXTRA LONG SAFETY CHAINS WITH 'S' HOOKS  
• 4-WHEEL ELECTRIC BRAKES WITH BREAK-AWAY KIT AND BATTERY  
• FULL STRUCTURAL CHANNEL STEEL TONGUE, FRAME, AND CROSS MEMBERS FEATURING FULLY CONJOINED WELDS  
• 5&quot; STEEL CHANNEL FRAME  
• LEAF SPRING SUSPENSION MOUNTED TO EQUALIZED JIG FITTED SUSPENSION SYSTEM  
• TEARDROP FENDERS WITH ATP ROCK GUARD  
• TREATED 2X8 WOOD FLOORING  
• FLOOR PRESSED INTO PLACE TO HELP ELIMINATE GAPS  
• FRONT AND REAR END CAPS BOLTED INTO PLACE TO ELIMINATE BOARD CUPPING  
• ROCK GUARD ON FENDERS FRONTS HELPS AGAINST CHIPPING  
• MULTIPLE STAKE POCKETS &lt;BR/&gt; REVERSE TAPER CUT DOVETAIL  
• FULL LED, DOT LIGHTING WITH WIRING HARNESS  
• CASH, CHECK OR FINANCED PRICE  
• FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
• NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/CV%2FYC%2FXK%2FS1LBDFC0MYIOJF.jpg?h=800,https://cdn.dealrimages.com/KB%2FTE%2FSF%2F8HBSMBGKMYMSHU.jpg?h=800,https://cdn.dealrimages.com/HO%2FRC%2FZ9%2FI6JAXSVCDSLHIH.jpg?h=800,https://cdn.dealrimages.com/F0%2FZD%2FXX%2FTASUIVIHUQYLDL.jpg?h=800,https://cdn.dealrimages.com/Q2%2FQV%2FXT%2FBYANWUZYMI2XKO.jpg?h=800,https://cdn.dealrimages.com/WF%2FBI%2FCX%2FTVZPR5ZGH9T6FA.jpg?h=800,https://cdn.dealrimages.com/LW%2FKS%2F8C%2FD41VFQW3I4HTBQ.jpg?h=800","6895.00"
"TH25450","Flatbed","HHTL","2022","HHTL","H8220MX-100","","New","7400","","8206","","5JWMX2021NN569549","MX SPEEDLOADER HH*  
MADE IN THE U.S.A.  
STANDARD FEATURES
• 2 5/16&quot; 14000LB RATED POSI-LOCK COUPLER  
• 7000 LB RATED DROP LEG JACK FOR MORE CLEARANCE  
• LOW PROFILE HEADACHE RACK WITH FOUR SUPPORTS ON FRONT OF THE DECK  
• CRITICAL TONGUE AREAS ARE BRACED AND GUSSETS ARE WELDED INTO PLACE  
• FULL WRAP TONGUE  
• DUAL EXTRA LONG SAFETY CHAINS WITH 'S' HOOKS  
• 4-WHEEL ELECTRIC BRAKES WITH BREAK-AWAY KIT AND BATTERY  
• FULL STRUCTURAL CHANNEL STEEL TONGUE, FRAME, AND CROSS MEMBERS FEATURING FULLY CONJOINED WELDS  
• 5&quot; STEEL CHANNEL FRAME  
• LEAF SPRING SUSPENSION MOUNTED TO EQUALIZED JIG FITTED SUSPENSION SYSTEM  
• TEARDROP FENDERS WITH ATP ROCK GUARD  
• TREATED 2X8 WOOD FLOORING  
• FLOOR PRESSED INTO PLACE TO HELP ELIMINATE GAPS  
• FRONT AND REAR END CAPS BOLTED INTO PLACE TO ELIMINATE BOARD CUPPING  
• ROCK GUARD ON FENDERS FRONTS HELPS AGAINST CHIPPING  
• MULTIPLE STAKE POCKETS &lt;BR/&gt; REVERSE TAPER CUT DOVETAIL  
• FULL LED, DOT LIGHTING WITH WIRING HARNESS  
• CASH, CHECK OR FINANCED PRICE  
• FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
• NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/JS%2FYX%2FWU%2FYLUPV1J9JTMHNA.jpg?h=800,https://cdn.dealrimages.com/NX%2FVM%2FFL%2FINAZEJKZDHK5RA.jpg?h=800,https://cdn.dealrimages.com/1F%2F03%2F1X%2FKHQHQ6LFNX98DR.jpg?h=800,https://cdn.dealrimages.com/FF%2FX1%2F09%2FTOTX3VTCXHUKNN.jpg?h=800,https://cdn.dealrimages.com/IH%2F39%2FEF%2FYNAEQLKGHVB6CA.jpg?h=800,https://cdn.dealrimages.com/67%2FTT%2FDS%2FQ3GTHKHYJLGJQ1.jpg?h=800,https://cdn.dealrimages.com/EV%2FYP%2F2W%2FTSGUH2ILCUGGO0.jpg?h=800","6895.00"
"TH25485","","H&amp;H Trailers","2022","H&amp;H Trailers","","","New","13363","","14205","","5JWDD1424NN572362","INDUSTRIAL DUMP TRAILER*  
The Industrial Dump Trailer is the ultimate, commercial grade hydraulic dump. Nearly 50-degrees of vertical dumping is offered with this unit making unloading quick and effortless.  Maximize lifting and lowering of heavy, uneven loads with the powerful scissor hoist. This H&amp;H Dump features self-contained ramps and an 83” wide bed.  Transporting small tractors and skid loaders to and from the site is easy.  Rest assured, material you are carrying will remain safely in the bed with the integrated tarp shroud and installed tarp.  The H&amp;H Industrial Dump Trailer is an ideal choice for your hauling needs.   
• 8&quot; Steel Channel Frame  
• 3&quot; Steel Channel Crossmembers  
• 6&quot; Steel Channel Tongue, Fully Wrapped  
• 24&quot; Tall, 12-Gauge Steel Sides  
• 10-Gauge, One-Piece Smooth Steel Deck  
• 2-5/16” Adjustable Height Coupler &amp; Dual Safety Chains  
• Sealed Wiring Harness &amp; 7-Way Plug  
• 7K Rated Set-Back, Drop Leg Jack  
• Barn Door Gate with Spreader Function  
• (2) 3&quot;x 6' Heavy Service Ramps (Slide In)  
• Ramp Hook Bar and Lockable Ramp Carrier  
• Formed Steel Tread Plate Fenders  
• Tandem Slipper Spring Brake Suspension  
• Easy Lube Hubs (14K Models) | Oil Bath Hubs (16K Models)  
• Radial Tires on Steel Wheels  
• High Gloss Powder Coat Finish  
• Stake Pockets &amp; Side Mounted D-Rings  
• Tarp Brackets &amp; Tarp Hooks  
• Integrated Tarp Shroud with Installed Tarp  
• Mesh Tarp Kit (Installed)  
• Spare Tire Mount  
• Lockable, Dual-Purpose Pump and Tool Box  
• Full DOT Compliant, LED Lighting  
• 12v Deep Cycle Battery &amp; 110v Battery Charger  
• Power Up, Power Down Hydraulics (Scissor Lift Hoist)  
• 12v Hydraulic Pump (3000 PSI) with 2-Button Remote  
• Limited 3-Year Warranty  
• CASH, CHECK OR FINANCED PRICE  
• FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
• NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14","7","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/PW%2FHW%2F4O%2FNK6L05KUTH20ZJ.jpg?h=800,https://cdn.dealrimages.com/FG%2FMB%2FFH%2FWUMQZ1MYGKIWHV.jpg?h=800,https://cdn.dealrimages.com/G8%2FYB%2FY1%2FBDWRPYM0T4UV38.jpg?h=800,https://cdn.dealrimages.com/6Y%2FLJ%2FJY%2FE7DPDXXWJVI7JJ.jpg?h=800,https://cdn.dealrimages.com/IK%2FVV%2FHZ%2FZMNCJVRA4TYL8J.jpg?h=800,https://cdn.dealrimages.com/JU%2FGK%2FST%2FPSSWQMB48OX4N0.jpg?h=800","11995.00"
"TH25763","Cargo","HHTL","2023","HHTL","H8416TFT-070","","New","11995","","12587","","5JWTC1620PN575869","7x16 H&amp;H TANDEM AXLE CARGO TRAILER  
MADE IN THE U.S.A.   
2-5/16 COUPLER  
Tube steel main frame and tongue  
Weather coated Tongue &amp; Rear Bulkhead  
SAFETY CHAINS  
2000lb rated jack  
30&quot; V-nose  
24” ATP rock guard with trim  
Aluminum teardrop fenders  
Full tubular steel wall uprights 24” centers  
Formed channel steel cross-members on 16” centers (6' wide - 24&quot; centers)  
Galvanized roof bows on 24&quot; centers  
Smooth, rivet-less .024 aluminum exterior walls  
Flat-top roof design with a slight slope for proper drainage  
DOT compliant  
LED lighting with Slimline digital LED tail lights  
Digital LED Lights  
Wiring Enclosed in Conduit Smooth Rivetless Aluminum Exterior Walls  
Fully Undercoated Body  
All H&amp;H Enclosed Tandem Axle Trailers come STANDARD with:  
Spring assisted rear ramp door or double swing doors  
¾” Engineered wood floor  
5.2mm wood interior walls with aluminum h-channel transitions  
12V Interior Wall Mounted Dome Light  
32” side escape door with RV latch  
CASH, CHECK, OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","16","7","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/ID%2FQD%2F68%2FZ4WDHJIHCQ5ZCS.jpg?h=800,https://cdn.dealrimages.com/GZ%2FKH%2FB8%2FHBTHQ5AOV2H41V.jpg?h=800,https://cdn.dealrimages.com/R6%2F6O%2F1I%2FK17SNR1SPB9U63.jpg?h=800,https://cdn.dealrimages.com/OG%2FUI%2FZI%2FL0VYRUQHGA1YO0.jpg?h=800,https://cdn.dealrimages.com/2I%2FJ1%2FSM%2FVI3OL0WSO2D1QQ.jpg?h=800,https://cdn.dealrimages.com/HS%2FOI%2F6Q%2FBSMPG07SVDIUMM.jpg?h=800,https://cdn.dealrimages.com/WM%2FWF%2FL9%2FJPLZIH34M19YUF.jpg?h=800",""
"TH25869","Cargo","HHTL","2023","HHTL","H8416TFTV-070","","New","12795","","13464","","5JWTC1625PN577083","7X16 H&amp;H TANDEM AXLE CARGO TRAILER  
MADE IN THE U.S.A.   
2-5/16 COUPLER
2 FT dovetail for extra height when loading cargo through the ramp door  
Tube steel main frame and tongue  
Weather coated Tongue &amp; Rear Bulkhead  
SAFETY CHAINS  
2000lb rated jack  
30&quot; V-nose  
24” ATP rock guard with trim  
Aluminum teardrop fenders  
Full tubular steel wall uprights 24” centers  
Formed channel steel cross-members on 16” centers (6' wide - 24&quot; centers)  
Galvanized roof bows on 24&quot; centers  
Smooth, rivet-less .024 aluminum exterior walls  
Flat-top roof design with a slight slope for proper drainage  
DOT compliant  
LED lighting with Slimline digital LED tail lights  
Digital LED Lights  
Wiring Enclosed in Conduit Smooth Rivetless Aluminum Exterior Walls  
Fully Undercoated Body  
All H&amp;H Enclosed Tandem Axle Trailers come STANDARD with:   
Spring assisted rear ramp door or double swing doors  
¾” Engineered wood floor  
5.2mm wood interior walls with aluminum h-channel transitions  
12V Interior Wall Mounted Dome Light  
32” side escape door with RV latch  
CASH, CHECK, OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","16","7","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/DS%2FP1%2FPY%2FOZRZ9ZF6ZEOC1J.jpg?h=800,https://cdn.dealrimages.com/IJ%2FTB%2FD7%2FTWA17EI82CDAYC.jpg?h=800,https://cdn.dealrimages.com/VP%2FM4%2F7S%2FSF6XOQED5KHBHW.jpg?h=800,https://cdn.dealrimages.com/DD%2FU2%2FOL%2FWV6KMJXARFI8P2.jpg?h=800,https://cdn.dealrimages.com/TL%2F5J%2FKS%2FMDCCWSORHTOYR7.jpg?h=800,https://cdn.dealrimages.com/SQ%2F5W%2FXX%2FZ8DYNA2JRNUKHX.jpg?h=800,https://cdn.dealrimages.com/N5%2FEA%2FUR%2FNVQJW8BBH1POYO.jpg?h=800",""
"TH25892","Cargo","HHTL","2023","HHTL","H8416TFTV-070","","New","11995","","12954","","5JWTC1627PN577327","7x16 H&amp;H TANDEM AXLE CARGO TRAILER  
MADE IN THE U.S.A.   
2-5/16 COUPLER  
Tube steel main frame and tongue  
Weather coated Tongue &amp; Rear Bulkhead  
SAFETY CHAINS  
2000lb rated jack  
30&quot; V-nose  
24” ATP rock guard with trim  
Aluminum teardrop fenders  
Full tubular steel wall uprights 24” centers  
Formed channel steel cross-members on 16” centers (6' wide - 24&quot; centers)  
Galvanized roof bows on 24&quot; centers  
Smooth, rivet-less .024 aluminum exterior walls  
Flat-top roof design with a slight slope for proper drainage  
DOT compliant  
LED lighting with Slimline digital LED tail lights  
Digital LED Lights  
Wiring Enclosed in Conduit Smooth Rivetless Aluminum Exterior Walls  
Fully Undercoated Body  
All H&amp;H Enclosed Tandem Axle Trailers come STANDARD with:   
Spring assisted rear ramp door or double swing doors  
¾” Engineered wood floor  
5.2mm wood interior walls with aluminum h-channel transitions  
12V Interior Wall Mounted Dome Light  
32” side escape door with RV latch  
CASH, CHECK, OR FINANCED PRICE  
FINANCING AVAILABLE FOR THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","16","7","7.3","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/CO%2FIB%2FUR%2FNJK2WH6UL103Y1.jpg?h=800,https://cdn.dealrimages.com/YO%2FJ3%2FXL%2FEARSTBKEUIVHEK.jpg?h=800,https://cdn.dealrimages.com/EY%2FLR%2FDD%2FJEJHTJXY68QEYB.jpg?h=800,https://cdn.dealrimages.com/R7%2F5U%2FUT%2FQO6VXMA0SEQUMS.jpg?h=800,https://cdn.dealrimages.com/KJ%2FGM%2FKF%2FACSMUTP1OJIBDO.jpg?h=800,https://cdn.dealrimages.com/QS%2FRJ%2FZO%2FUIIYGAAFYMRDIA.jpg?h=800,https://cdn.dealrimages.com/XR%2FH2%2FKF%2FS16TY2SE2X77OG.jpg?h=800,https://cdn.dealrimages.com/GW%2FEZ%2FGB%2FHS19FLLBPIABIB.jpg?h=800",""
"TU25758A","Flatbed","LGND","2022","LGND","22GN-27+5MR","","Used","17500","","19995","","59VBG322XNE001323","LEGEND GOOSENECK TRAILER  
STANDARD FEATURES  
The Trailer is 102&quot; wide and up to 40' in length  
Includes a 5' dovetail  
2 fold over deck level ramps w/spring assist  
2-12,000# spring loaded drop leg jacks  
2 -10,000# oil-bath axles (DEXTER)  
2 5/16 adjustable coupler  
Chain tray  
12&quot; x 19# I-Beam frame and uprights  
10'' Channel Iron neck  
3&quot; channel cross members set on 16&quot; centers  
Stake pockets  
2&quot; x 3/8&quot; rub rail  
Dual rubber mounted tail lights  
8'' rolled formed rear bumper  
Full wiring harness  
Treated wood floor  
Fully primed and painted with 2 coats of high quality enamel paint  
Break-away kit W/ reflective tape  
DOT legal  
CASH, CHECK, OR FINANCED PRICE  
FINANCING AVAILABLE TO THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","32","8.5","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/E6%2FPK%2FU0%2FHPEHFNRZSJKIJA.jpg?h=800,https://cdn.dealrimages.com/GN%2F5S%2FXN%2FVTVRL9DW1XZQIZ.jpg?h=800,https://cdn.dealrimages.com/Z4%2FWY%2F8L%2FGVISHZ1FMJ7KVQ.jpg?h=800,https://cdn.dealrimages.com/V3%2FYC%2F6X%2FEUX1IELOXYWOSV.jpg?h=800,https://cdn.dealrimages.com/U1%2FC1%2F7F%2FMFVNOKJ7ESDL8K.jpg?h=800,https://cdn.dealrimages.com/RW%2FD7%2F5O%2FMJ9OBJ89B6UOMI.jpg?h=800",""
"TX25897","Dump","MIDSOTA","2022","MIDSOTA","NHV14-BP-154","","New","20450","","22995","","5JWBD1926NA105032","MIDSOTA COMMERCIAL GRADE DUMP TRAILER  
These commercial-grade, heavy-duty trailers are built to last and come with a 5-year frame warranty.
FEATURES  
2 5/16 EZ LATCH ADJUSTABLE COUPLER   
HYDRAULIC TONGUE JACK  
STEEL TOOL BOX   
SOLAR CHARGER  
MIDSOTA EXCLUSIVE INDICATOR MODULE  
12V DEEP CYCLE MARINE BATTERY  
POWER UP/ GRAVITY DOWN PUMP  
RUGBY SCISSOR HOIST  
COLD WEATHER 7 WAY PLUG  
NO EXPOSED WIRING  
ROLL TARP SYSTEM W/ LOCK BAR  
7 GAUGE (3/16) ONE PIECE FLOOR  
PALLET FORK HOLDERS  
16” E RANGE 10 PLY TIRES (235/80R16)  
16” O/C CROSSMEMBER SPACING  
24” TALL 11 GAUGE (1/8) SIDES  
SWING SIDE DOOR DRIVERS SIDE  
SPARE TIRE  
TUCK UNDER 6’ RAMPS &amp; CARRIERS  
SELF-ADJUSTING ELECTRIC BRAKES  
5 D-RING TIE DOWNS (6,000 LB/ EA)  
3-WAY DOUBLE DOORS  
PPG POLY PRIMER &amp; PAINT  
LED LIGHTS  
CASH, CHECK OR FINANCED PRICE  
FINANCING AVAILABLE TO THOSE WHO QUALIFY  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","14","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/DS%2FG6%2FQK%2FIQF2QC5WFE962I.jpg?h=800,https://cdn.dealrimages.com/MP%2FTF%2F6X%2FB9LNKDJN7KKKPJ.jpg?h=800,https://cdn.dealrimages.com/CN%2FNU%2F5C%2FCP3OB59IS2NNBH.jpg?h=800,https://cdn.dealrimages.com/YK%2F0M%2FUC%2FAISQFQSFE0CYUG.jpg?h=800,https://cdn.dealrimages.com/TD%2F6W%2FVV%2FOGPKNYZJDEMBUA.jpg?h=800,https://cdn.dealrimages.com/TB%2FXG%2FVB%2FVSVVCIDBDQXEJ0.jpg?h=800,https://cdn.dealrimages.com/SO%2FAB%2F0U%2FKMPRHL04GUZAUF.jpg?h=800,https://cdn.dealrimages.com/IW%2FDN%2FNC%2FVMFNA6LT9VU7AG.jpg?h=800,https://cdn.dealrimages.com/L1%2FAN%2FDM%2FM0RGUXVEOEHYDI.jpg?h=800,https://cdn.dealrimages.com/WH%2FIR%2FZU%2FCUPJPVLUZ03IGW.jpg?h=800,https://cdn.dealrimages.com/PM%2FHR%2FS3%2FRTPSK0BEXIUJTQ.jpg?h=800,https://cdn.dealrimages.com/RX%2FRC%2FNA%2FMTAJPMJVIGOMRS.jpg?h=800,https://cdn.dealrimages.com/B4%2FEB%2FTD%2F070K7UBAAOEFAC.jpg?h=800,https://cdn.dealrimages.com/DZ%2FKT%2FKK%2F9HVZQFZBPDBZEN.jpg?h=800,https://cdn.dealrimages.com/L2%2FF0%2FTO%2FXJE8HTCKWLJMG7.jpg?h=800","18999"
"TX25902","Flatbed","MIDSOTA","2023","MIDSOTA","NST20-BP-154","","New","11295","","12698","","5JWBS2720PA107568","MIDSOTA LOW PROFILE SKID LOADER EQUIPMENT TRAILER  
These high-quality flatbeds are a great value for your business, and have a ton of Midsota-exclusive features to help get you through the workday.   
FEATURES  
Self Adjusting Electric Brakes  
16'' E Range 10 Ply Tires (235/80R16)  
Grade 50 3'' Channel Crossmembers  
16'' Crossmembers  
5'' Frame Skirting  
Treated Wood Decking - Full length of Trailer  
Rub Rail &amp; Stake Pockets  
18'' x 5' Spring Assist Ramps  
No Exposed Wiring  
Cold Weather 7 Way Plug (-85°)  
LED Lights  
12K Bolt on Spring Return Jack  
2-5/16'' Adjustable Coupler  
A-Frame Steel Tool Box (14in)  
Pallet Fork Holder  
PPG Polyurethane Paint &amp; Primer  
CASH, CHECK OR FINANCED PRICE&lt;BR/&gt;  
FINANCING AVAILABLE TO THOSE WHO QUALIFY&lt;BR/&gt;  
NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS&lt;BR/&gt;","20","6.8","","","|","","2","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","https://cdn.dealrimages.com/B8%2FAI%2FZ2%2FTYBX8JA2X0JR1G.jpg?h=800,https://cdn.dealrimages.com/Z9%2FAX%2FTU%2FYVGS7ILUGG4X8W.jpg?h=800,https://cdn.dealrimages.com/XM%2FYS%2FFR%2FSSV0X8EORKPI5K.jpg?h=800,https://cdn.dealrimages.com/HJ%2F31%2FF6%2FAYNRFFJNILEQHM.jpg?h=800,https://cdn.dealrimages.com/VZ%2FLT%2FH2%2FMUN5EZ6ACSERXO.jpg?h=800,https://cdn.dealrimages.com/E6%2FLR%2FHX%2FP423SBCZAVRLUB.jpg?h=800,https://cdn.dealrimages.com/WJ%2FMG%2FSI%2FFFYKYENB0CQ6NY.jpg?h=800,https://cdn.dealrimages.com/OV%2FKH%2FTV%2F6UPR98WD3AWZBK.jpg?h=800,https://cdn.dealrimages.com/BD%2FRP%2FP3%2F4S33LZDKNNOB6J.jpg?h=800","10995.00"
